time,value
2016-04-20 01:40:53,34.64287349155971
2016-04-20 05:40:03,73.21430206298828
2016-04-20 09:39:12,89.28573063441686
2016-04-20 13:38:22,98.928587777274
2016-04-20 17:37:31,115.00001634870257
2016-04-20 21:36:41,127.85715920584542
2016-04-21 01:35:50,147.14287349155973
2016-04-21 09:34:09,169.64287349155973
2016-04-21 13:33:18,182.50001634870256
2016-04-21 19:32:03,201.78573063441686
2016-04-22 01:30:47,217.85715920584542
2016-04-22 09:29:06,233.92858777727403
2016-04-22 17:27:25,259.6428734915597
2016-04-23 05:24:53,295.00001634870256
2016-04-23 15:22:47,320.71430206298834
2016-04-24 01:20:41,346.428587777274
2016-04-24 13:18:09,375.35715920584545
2016-04-25 01:15:37,413.928587777274
2016-04-25 09:13:56,436.428587777274
2016-04-25 17:12:15,458.928587777274
2016-04-26 01:10:34,478.2143020629882
2016-04-26 09:08:53,500.71430206298834
2016-04-26 19:06:47,520.0000163487025
2016-04-27 03:05:06,542.5000163487025
2016-04-27 11:03:25,561.7857306344168
2016-04-27 19:01:44,584.2857306344168
2016-04-28 06:59:12,616.428587777274
2016-04-28 14:57:31,638.9285877772741
2016-04-29 00:55:25,661.428587777274
2016-04-29 10:53:18,683.928587777274
2016-04-29 20:51:12,709.6428734915597
2016-04-30 04:49:31,728.928587777274
2016-04-30 16:47:00,748.2143020629883
2016-05-01 02:44:53,761.0714449201312
2016-05-01 16:41:56,780.3571592058454
2016-05-02 06:39:00,799.6428734915597
2016-05-02 20:36:03,818.928587777274
2016-05-03 10:33:06,835.0000163487026
2016-05-04 04:29:18,857.5000163487026
2016-05-04 20:25:56,870.3571592058455
2016-05-05 10:23:00,889.6428734915597
2016-05-06 04:19:12,908.928587777274
2016-05-06 20:15:50,915.3571592058454
2016-05-07 08:13:18,925.0000163487026
2016-05-08 04:09:06,934.6428734915597
2016-05-09 18:01:06,947.5000163487025
2016-05-11 15:51:25,966.7857306344168
2016-05-13 15:41:18,973.2143020629884
2016-05-15 03:33:44,979.6428734915597
2016-05-16 05:28:15,982.8571592058455
2016-05-16 23:24:28,982.8571592058455
2016-05-17 15:21:06,982.8571592058455
2016-05-18 03:18:34,982.8571592058455
2016-05-18 15:16:03,982.8571592058455
2016-05-19 03:13:31,982.8571592058455
2016-05-19 17:10:34,982.8571592058455
2016-05-20 11:06:47,982.8571592058455
2016-05-21 11:01:44,976.428587777274
2016-05-21 22:59:12,966.7857306344168
2016-05-22 14:55:50,960.3571592058455
2016-05-23 06:52:28,953.928587777274
2016-05-24 04:47:50,941.0714449201311
2016-05-24 22:44:03,934.6428734915597
2016-05-26 04:37:44,928.2143020629882
2016-05-26 22:33:56,921.7857306344168
2016-05-27 18:29:44,915.3571592058454
2016-05-28 14:25:31,908.928587777274
2016-05-29 12:20:53,899.2857306344168
2016-05-30 12:15:50,889.6428734915597
2016-05-31 04:12:28,883.2143020629883
2016-05-31 18:09:31,873.5714449201312
2016-06-01 14:05:18,863.928587777274
2016-06-02 06:01:56,854.2857306344168
2016-06-02 21:58:34,841.4285877772741
2016-06-03 15:54:47,825.3571592058454
2016-06-04 15:49:44,809.2857306344168
2016-06-05 09:45:56,793.2143020629883
2016-06-06 01:42:34,783.5714449201312
2016-06-06 15:39:37,773.9285877772741
2016-06-07 09:35:50,761.0714449201312
2016-06-08 03:32:03,741.7857306344168
2016-06-08 19:28:41,732.1428734915597
2016-06-09 11:25:18,716.0714449201312
2016-06-10 01:22:22,706.428587777274
2016-06-11 01:17:18,683.928587777274
2016-06-11 21:13:06,658.2143020629883
2016-06-12 13:09:44,635.7143020629883
2016-06-13 09:05:31,613.2143020629884
2016-06-14 03:01:44,587.5000163487026
2016-06-15 00:57:06,558.5714449201311
2016-06-15 16:53:44,536.0714449201312
2016-06-16 04:51:12,513.5714449201312
2016-06-16 18:48:15,491.07144492013117
2016-06-17 06:45:44,475.00001634870256
2016-06-17 14:44:03,458.928587777274
2016-06-17 20:42:47,442.85715920584545
2016-06-18 04:41:06,430.00001634870256
2016-06-18 12:39:25,413.928587777274
2016-06-19 00:36:53,394.6428734915597
2016-06-19 08:35:12,375.35715920584545
2016-06-19 20:32:41,356.0714449201311
2016-06-20 08:30:09,333.57144492013117
2016-06-20 12:29:18,323.928587777274
2016-06-20 20:27:37,314.2857306344169
2016-06-21 00:26:47,307.8571592058454
2016-06-21 04:25:56,298.2143020629882
2016-06-21 10:24:41,285.3571592058454
2016-06-21 16:23:25,275.7143020629883
2016-06-21 20:22:34,269.28573063441684
2016-06-22 00:21:44,259.6428734915597
2016-06-22 04:20:53,253.21430206298825
2016-06-22 12:19:12,240.35715920584542
2016-06-22 20:17:31,227.50001634870256
2016-06-23 00:16:41,217.85715920584542
2016-06-23 08:15:00,205.0000163487026
2016-06-23 12:14:09,198.5714449201311
2016-06-23 20:12:28,188.92858777727398
2016-06-24 02:11:12,179.28573063441686
2016-06-24 08:09:56,169.64287349155973
2016-06-24 16:08:15,160.00001634870256
2016-06-24 20:07:25,150.35715920584545
2016-06-25 02:06:09,143.928587777274
2016-06-25 04:05:44,137.5000163487026
2016-06-25 10:04:28,134.28573063441686
2016-06-25 14:03:37,124.64287349155971
2016-06-25 22:01:56,118.21430206298828
2016-06-26 04:00:41,105.35715920584542
2016-06-26 07:59:50,98.928587777274
2016-06-26 11:59:00,95.71430206298827
2016-06-26 15:58:09,89.28573063441686
2016-06-26 19:57:18,82.85715920584542
2016-06-27 03:55:37,73.21430206298828
2016-06-27 05:55:12,66.78573063441685
2016-06-27 07:54:47,63.57144492013114
2016-06-27 11:53:56,60.35715920584542
2016-06-27 13:53:31,53.928587777274
2016-06-27 15:53:06,50.71430206298828
2016-06-27 17:52:41,47.50001634870257
2016-06-27 19:52:15,44.28573063441685
2016-06-27 21:51:50,41.071444920131135
2016-06-27 23:51:25,37.85715920584543
2016-06-28 03:50:34,34.64287349155971
2016-06-28 07:49:44,28.21430206298828
2016-06-28 09:49:18,25.000016348702566
2016-06-28 11:48:53,21.78573063441685
2016-06-28 13:48:28,18.57144492013114
2016-06-28 15:48:03,15.357159205845424
