time,value
2016-07-20 03:16:22,501.8262987012987
2016-07-20 04:25:25,508.3198051948052
2016-07-20 05:34:28,514.8133116883117
2016-07-20 06:43:31,514.8133116883117
2016-07-20 07:52:34,521.3068181818182
2016-07-20 09:01:37,527.8003246753246
2016-07-20 10:10:41,534.2938311688313
2016-07-20 12:28:47,537.5405844155844
2016-07-20 13:37:50,547.2808441558441
2016-07-20 14:46:53,550.5275974025974
2016-07-20 17:05:00,553.7743506493507
2016-07-20 18:14:03,560.2678571428571
2016-07-20 19:23:06,560.2678571428571
2016-07-20 20:32:09,570.0081168831169
2016-07-20 21:41:12,573.2548701298701
2016-07-20 22:50:15,576.5016233766233
2016-07-20 23:59:18,586.2418831168831
2016-07-21 01:08:22,592.7353896103896
2016-07-21 02:17:25,595.9821428571429
2016-07-21 03:26:28,599.2288961038961
2016-07-21 04:35:31,605.7224025974026
2016-07-21 05:44:34,612.215909090909
2016-07-21 06:53:37,615.4626623376623
2016-07-21 08:02:41,618.7094155844156
2016-07-21 09:11:44,625.202922077922
2016-07-21 10:20:47,628.4496753246754
2016-07-21 11:29:50,631.6964285714286
2016-07-21 12:38:53,638.1899350649351
2016-07-21 13:47:56,641.4366883116883
2016-07-21 14:57:00,644.6834415584416
2016-07-21 16:06:03,651.176948051948
2016-07-21 17:15:06,654.4237012987013
2016-07-21 18:24:09,664.163961038961
2016-07-21 20:42:15,670.6574675324675
2016-07-21 23:00:22,680.3977272727273
2016-07-22 01:18:28,686.8912337662338
2016-07-22 03:36:34,693.3847402597403
2016-07-22 05:54:41,703.125
2016-07-22 08:12:47,709.6185064935064
2016-07-22 10:30:53,716.112012987013
2016-07-22 12:49:00,722.6055194805194
2016-07-22 15:07:06,729.099025974026
2016-07-22 17:25:12,735.5925324675325
2016-07-22 18:34:15,742.086038961039
2016-07-22 19:43:18,742.086038961039
2016-07-22 22:01:25,748.5795454545454
2016-07-23 00:19:31,755.073051948052
2016-07-23 01:28:34,755.073051948052
2016-07-23 03:46:41,761.5665584415584
2016-07-23 07:13:50,768.0600649350649
2016-07-23 09:31:56,771.3068181818182
2016-07-23 10:41:00,777.8003246753246
2016-07-23 11:50:03,781.047077922078
2016-07-23 16:26:15,784.2938311688313
2016-07-23 18:44:22,787.5405844155844
2016-07-23 22:11:31,794.034090909091
2016-07-24 01:38:41,800.5275974025974
2016-07-24 03:56:47,803.7743506493507
2016-07-24 06:14:53,807.0211038961039
2016-07-24 09:42:03,813.5146103896104
2016-07-24 12:00:09,813.5146103896104
2016-07-24 13:09:12,820.0081168831169
2016-07-24 16:36:22,820.0081168831169
2016-07-24 17:45:25,823.2548701298701
2016-07-24 20:03:31,826.5016233766233
2016-07-24 22:21:37,832.9951298701299
2016-07-24 23:30:41,832.9951298701299
2016-07-25 01:48:47,839.4886363636364
2016-07-25 02:57:50,839.4886363636364
2016-07-25 05:15:56,845.9821428571429
2016-07-25 08:43:06,852.4756493506493
2016-07-25 11:01:12,852.4756493506493
2016-07-25 13:19:18,855.7224025974026
2016-07-25 15:37:25,858.9691558441559
2016-07-25 17:55:31,862.215909090909
2016-07-25 21:22:41,865.4626623376623
2016-07-25 23:40:47,871.9561688311687
2016-07-26 01:58:53,871.9561688311687
2016-07-26 04:17:00,875.202922077922
2016-07-26 06:35:06,878.4496753246754
2016-07-26 11:11:18,881.6964285714286
2016-07-26 13:29:25,881.6964285714286
2016-07-26 15:47:31,884.9431818181818
2016-07-26 20:23:44,891.4366883116883
2016-07-26 22:41:50,894.6834415584416
2016-07-27 00:59:56,897.9301948051948
2016-07-27 04:27:06,897.9301948051948
2016-07-27 06:45:12,897.9301948051948
2016-07-27 10:12:22,904.4237012987013
2016-07-27 11:21:25,904.4237012987013
2016-07-27 12:30:28,904.4237012987013
2016-07-27 13:39:31,907.6704545454546
2016-07-27 14:48:34,910.9172077922077
2016-07-27 17:06:41,910.9172077922077
2016-07-27 19:24:47,910.9172077922077
2016-07-27 20:33:50,914.163961038961
2016-07-28 00:01:00,914.163961038961
2016-07-28 02:19:06,914.163961038961
2016-07-28 06:55:18,917.4107142857143
2016-07-28 09:13:25,917.4107142857143
2016-07-28 13:49:37,920.6574675324675
2016-07-28 18:25:50,920.6574675324675
2016-07-28 21:53:00,920.6574675324675
2016-07-29 00:11:06,923.9042207792207
2016-07-29 03:38:15,923.9042207792207
2016-07-29 08:14:28,923.9042207792207
2016-07-29 11:41:37,923.9042207792207
2016-07-29 13:59:44,923.9042207792207
2016-07-29 17:26:53,923.9042207792207
2016-07-29 20:54:03,923.9042207792207
2016-07-30 00:21:12,923.9042207792207
